Time,FLOW,TEMP,SALT
2010-08-08 00:00:00,0.729,17,0
2010-08-09 00:00:00,0.772,17.6,0
2010-08-10 00:00:00,0.763,17.5,0
2010-08-11 00:00:00,0.809,17.7,0
2010-08-12 00:00:00,0.759,18.4,0
2010-08-13 00:00:00,0.698,19.2,0
2010-08-14 00:00:00,0.643,20.1,0
2010-08-15 00:00:00,0.598,19.3,0
2010-08-16 00:00:00,0.558,18.3,0
2010-08-17 00:00:00,0.524,18,0
2010-08-18 00:00:00,0.497,17.4,0
2010-08-19 00:00:00,0.555,17.1,0
2010-08-20 00:00:00,0.546,16.1,0
2010-08-21 00:00:00,0.569,16.6,0
2010-08-22 00:00:00,0.542,16.8,0
2010-08-23 00:00:00,0.517,16.7,0
2010-08-24 00:00:00,0.495,16.3,0
2010-08-25 00:00:00,0.476,15.1,0
2010-08-26 00:00:00,0.46,14.2,0
2010-08-27 00:00:00,0.449,13.4,0
2010-08-28 00:00:00,0.434,12.7,0
2010-08-29 00:00:00,0.418,12.1,0
2010-08-30 00:00:00,0.404,12.1,0
2010-08-31 00:00:00,0.388,12,0
2010-09-01 00:00:00,0.373,11.9,0
2010-09-02 00:00:00,0.359,11.2,0
2010-09-03 00:00:00,0.348,10.7,0
2010-09-04 00:00:00,0.338,10.4,0
2010-09-05 00:00:00,0.328,10.6,0
2010-09-06 00:00:00,0.341,11.4,0
2010-09-07 00:00:00,0.328,11.8,0
2010-09-08 00:00:00,0.316,12.2,0
2010-09-09 00:00:00,0.303,12.5,0
2010-09-10 00:00:00,0.292,12.8,0
2010-09-11 00:00:00,0.282,13.3,0
2010-09-12 00:00:00,0.273,14.2,0
2010-09-13 00:00:00,0.262,13.9,0
2010-09-14 00:00:00,0.256,13.2,0
2010-09-15 00:00:00,0.251,12.5,0
2010-09-16 00:00:00,0.257,11.9,0
2010-09-17 00:00:00,0.343,11.9,0
2010-09-18 00:00:00,0.531,11.3,0
2010-09-19 00:00:00,0.632,11,0
2010-09-20 00:00:00,0.677,10.2,0
2010-09-21 00:00:00,0.678,11,0
2010-09-22 00:00:00,0.707,11,0
2010-09-23 00:00:00,0.851,11.5,0
2010-09-24 00:00:00,0.922,12.5,0
2010-09-25 00:00:00,0.876,12.3,0
2010-09-26 00:00:00,0.815,11.3,0
2010-09-27 00:00:00,0.756,10.4,0
2010-09-28 00:00:00,0.702,9.7,0
2010-09-29 00:00:00,0.655,8.6,0
2010-09-30 00:00:00,0.611,7.7,0
2010-10-01 00:00:00,0.572,7.1,0
2010-10-02 00:00:00,0.537,6.9,0
2010-10-03 00:00:00,0.504,7.8,0
2010-10-04 00:00:00,0.474,9,0
2010-10-05 00:00:00,0.447,9.2,0
2010-10-06 00:00:00,0.42,9.6,0
2010-10-07 00:00:00,0.398,9.5,0
2010-10-08 00:00:00,0.382,9.5,0
2010-10-09 00:00:00,0.364,8.7,0
2010-10-10 00:00:00,0.348,7.5,0
2010-10-11 00:00:00,0.332,6.2,0
2010-10-12 00:00:00,0.318,5.6,0
2010-10-13 00:00:00,0.305,5.1,0
2010-10-14 00:00:00,0.293,5.4,0
2010-10-15 00:00:00,0.28,3.8,0
2010-10-16 00:00:00,0.269,2.3,0
2010-10-17 00:00:00,0.259,2.8,0
2010-10-18 00:00:00,0.249,4.1,0
2010-10-19 00:00:00,0.24,5.2,0
2010-10-20 00:00:00,0.234,4.6,0
2010-10-21 00:00:00,0.228,1.5,0
2010-10-22 00:00:00,0.223,1,0
2010-10-23 00:00:00,0.219,1.5,0
2010-10-24 00:00:00,0.22,1.7,0
2010-10-25 00:00:00,0.278,1.8,0
2010-10-26 00:00:00,0.404,1.7,0
2010-10-27 00:00:00,0.584,2.7,0
2010-10-28 00:00:00,0.67,4.8,0
2010-10-29 00:00:00,0.712,5.6,0
2010-10-30 00:00:00,0.714,6.5,0
2010-10-31 00:00:00,0.688,6.8,0
2010-11-01 00:00:00,0.65,6.3,0
2010-11-02 00:00:00,0.612,4.8,0
2010-11-03 00:00:00,0.578,5.9,0
2010-11-04 00:00:00,0.582,5.5,0
2010-11-05 00:00:00,0.61,3.7,0
2010-11-06 00:00:00,0.682,2.7,0
2010-11-07 00:00:00,0.707,0.9,0
2010-11-08 00:00:00,0.695,0,0
2010-11-09 00:00:00,0.659,0.3,0
2010-11-10 00:00:00,0.63,1.6,0
2010-11-11 00:00:00,0.813,1.7,0
2010-11-12 00:00:00,1.053,2.4,0
2010-11-13 00:00:00,1.125,3.4,0
2010-11-14 00:00:00,1.346,3.8,0
2010-11-15 00:00:00,1.495,3.4,0
2010-11-16 00:00:00,1.512,3.2,0
2010-11-17 00:00:00,1.962,2.2,0
2010-11-18 00:00:00,2.097,2.2,0
2010-11-19 00:00:00,1.987,2,0
2010-11-20 00:00:00,1.863,2,0
2010-11-21 00:00:00,1.764,2.2,0
2010-11-22 00:00:00,1.692,2,0
2010-11-23 00:00:00,1.659,1.5,0
2010-11-24 00:00:00,1.619,0.9,0
2010-11-25 00:00:00,1.588,0.2,0
2010-11-26 00:00:00,1.534,0,0
2010-11-27 00:00:00,1.468,0,0
2010-11-28 00:00:00,1.396,0,0
2010-11-29 00:00:00,1.321,0,0
2010-11-30 00:00:00,1.245,0,0
2010-12-01 00:00:00,1.172,0,0
2010-12-02 00:00:00,1.102,0.1,0
2010-12-03 00:00:00,1.037,0.1,0
2010-12-04 00:00:00,0.977,0.1,0
2010-12-05 00:00:00,0.92,0.2,0
2010-12-06 00:00:00,0.867,0.3,0
2010-12-07 00:00:00,0.818,0,0
2010-12-08 00:00:00,0.775,0,0
2010-12-09 00:00:00,0.733,0,0
2010-12-10 00:00:00,0.707,0,0
2010-12-11 00:00:00,0.701,0,0
2010-12-12 00:00:00,0.696,0,0
2010-12-13 00:00:00,0.693,0,0
2010-12-14 00:00:00,0.693,0,0
2010-12-15 00:00:00,0.693,0,0
2010-12-16 00:00:00,0.693,0.1,0
2010-12-17 00:00:00,0.698,0.1,0
2010-12-18 00:00:00,0.702,0.1,0
2010-12-19 00:00:00,0.707,0,0
2010-12-20 00:00:00,0.718,0,0
2010-12-21 00:00:00,0.731,0,0
2010-12-22 00:00:00,0.748,0,0
2010-12-23 00:00:00,0.763,0,0
2010-12-24 00:00:00,0.777,0,0
2010-12-25 00:00:00,0.79,0.1,0
2010-12-26 00:00:00,0.806,0.1,0
2010-12-27 00:00:00,0.82,0.1,0
2010-12-28 00:00:00,0.829,0.1,0
2010-12-29 00:00:00,0.837,0.1,0
2010-12-30 00:00:00,0.844,0,0
2010-12-31 00:00:00,0.849,0,0
2011-01-01 00:00:00,0.861,0,0
2011-01-02 00:00:00,0.87,0,0
2011-01-03 00:00:00,0.882,0,0
2011-01-04 00:00:00,0.894,0,0
2011-01-05 00:00:00,0.908,0,0
2011-01-06 00:00:00,0.919,0.1,0
2011-01-07 00:00:00,0.93,0.1,0
2011-01-08 00:00:00,0.944,0.1,0
2011-01-09 00:00:00,0.962,0.2,0
2011-01-10 00:00:00,0.976,0.3,0
2011-01-11 00:00:00,1.048,0.5,0
2011-01-12 00:00:00,1.108,0.5,0
2011-01-13 00:00:00,1.145,0.5,0
2011-01-14 00:00:00,1.197,0,0
2011-01-15 00:00:00,1.228,0,0
2011-01-16 00:00:00,1.233,0.2,0
2011-01-17 00:00:00,1.228,0.7,0
2011-01-18 00:00:00,1.297,1.3,0
2011-01-19 00:00:00,1.639,1.4,0
2011-01-20 00:00:00,1.86,1.2,0
2011-01-21 00:00:00,1.912,1,0
2011-01-22 00:00:00,1.87,0.9,0
2011-01-23 00:00:00,1.798,0.1,0
2011-01-24 00:00:00,1.718,0.5,0
2011-01-25 00:00:00,1.637,0.4,0
2011-01-26 00:00:00,1.567,0,0
2011-01-27 00:00:00,1.501,0,0
2011-01-28 00:00:00,1.441,0.1,0
2011-01-29 00:00:00,1.384,0.4,0
2011-01-30 00:00:00,1.328,0.4,0
2011-01-31 00:00:00,1.279,0.5,0
2011-02-01 00:00:00,1.235,0.6,0
2011-02-02 00:00:00,1.193,0.9,0
2011-02-03 00:00:00,1.202,1.2,0
2011-02-04 00:00:00,1.27,1.4,0
2011-02-05 00:00:00,1.43,1.3,0
2011-02-06 00:00:00,1.536,1.2,0
2011-02-07 00:00:00,1.553,1.1,0
2011-02-08 00:00:00,1.524,1.2,0
2011-02-09 00:00:00,1.515,0.4,0
2011-02-10 00:00:00,1.488,0,0
2011-02-11 00:00:00,1.452,0,0
2011-02-12 00:00:00,1.402,0,0
2011-02-13 00:00:00,1.355,0,0
2011-02-14 00:00:00,1.307,0,0
2011-02-15 00:00:00,1.258,0,0
2011-02-16 00:00:00,1.211,0.1,0
2011-02-17 00:00:00,1.163,0.1,0
2011-02-18 00:00:00,1.118,0,0
2011-02-19 00:00:00,1.074,0,0
2011-02-20 00:00:00,1.032,0,0
2011-02-21 00:00:00,0.994,0.1,0
2011-02-22 00:00:00,0.957,0,0
2011-02-23 00:00:00,0.922,0,0
2011-02-24 00:00:00,0.888,0,0
2011-02-25 00:00:00,0.858,0.1,0
2011-02-26 00:00:00,0.833,0.1,0
2011-02-27 00:00:00,0.802,0.2,0
2011-02-28 00:00:00,0.774,0.2,0
2011-03-01 00:00:00,0.747,0.2,0
2011-03-02 00:00:00,0.724,0.2,0
2011-03-03 00:00:00,0.7,0.2,0
2011-03-04 00:00:00,0.677,0.3,0
2011-03-05 00:00:00,0.655,0.3,0
2011-03-06 00:00:00,0.632,0.3,0
2011-03-07 00:00:00,0.614,0.3,0
2011-03-08 00:00:00,0.594,0.4,0
2011-03-09 00:00:00,0.573,0.7,0
2011-03-10 00:00:00,0.623,0.9,0
2011-03-11 00:00:00,0.673,1.3,0
2011-03-12 00:00:00,0.944,1.4,0
2011-03-13 00:00:00,1.044,1.4,0
2011-03-14 00:00:00,1.205,1.5,0
2011-03-15 00:00:00,1.256,1,0
2011-03-16 00:00:00,1.308,0.7,0
2011-03-17 00:00:00,1.292,0.8,0
2011-03-18 00:00:00,1.246,1,0
2011-03-19 00:00:00,1.194,1.2,0
2011-03-20 00:00:00,1.17,1.2,0
2011-03-21 00:00:00,1.134,1.7,0
2011-03-22 00:00:00,1.1,2.2,0
2011-03-23 00:00:00,1.459,2.2,0
2011-03-24 00:00:00,2.527,2,0
2011-03-25 00:00:00,3.539,1.7,0
2011-03-26 00:00:00,4.024,1.4,0
2011-03-27 00:00:00,3.922,1.6,0
2011-03-28 00:00:00,3.667,1.5,0
2011-03-29 00:00:00,3.4,1.4,0
2011-03-30 00:00:00,3.139,1.3,0
2011-03-31 00:00:00,2.91,1.4,0
2011-04-01 00:00:00,2.707,1.7,0
2011-04-02 00:00:00,2.576,2.3,0
2011-04-03 00:00:00,2.539,2.7,0
2011-04-04 00:00:00,3.005,2.8,0
2011-04-05 00:00:00,4.301,3.2,0
2011-04-06 00:00:00,5.275,3.6,0
2011-04-07 00:00:00,6.513,3.9,0
2011-04-08 00:00:00,8.151,4.1,0
2011-04-09 00:00:00,9.462,4.6,0
2011-04-10 00:00:00,10.331,5,0
2011-04-11 00:00:00,10.88,5.6,0
2011-04-12 00:00:00,10.979,5.8,0
2011-04-13 00:00:00,10.313,5.9,0
2011-04-14 00:00:00,9.244,6.3,0
2011-04-15 00:00:00,8.063,6.8,0
2011-04-16 00:00:00,6.973,7.8,0
2011-04-17 00:00:00,6.023,8.6,0
2011-04-18 00:00:00,5.203,9.1,0
2011-04-19 00:00:00,4.507,8.7,0
2011-04-20 00:00:00,3.916,9.3,0
2011-04-21 00:00:00,3.417,9.8,0
2011-04-22 00:00:00,2.99,9.9,0
2011-04-23 00:00:00,2.622,10.3,0
2011-04-24 00:00:00,2.303,11.1,0
2011-04-25 00:00:00,2.023,12.1,0
2011-04-26 00:00:00,1.77,11.7,0
2011-04-27 00:00:00,1.551,11.3,0
2011-04-28 00:00:00,1.393,11,0
2011-04-29 00:00:00,1.324,10.7,0
2011-04-30 00:00:00,1.278,9.7,0
2011-05-01 00:00:00,1.251,8.6,0
2011-05-02 00:00:00,1.237,7.4,0
2011-05-03 00:00:00,1.233,6.7,0
2011-05-04 00:00:00,1.237,6.7,0
2011-05-05 00:00:00,1.241,7,0
2011-05-06 00:00:00,1.246,7.8,0
2011-05-07 00:00:00,1.242,9,0
2011-05-08 00:00:00,1.235,10.4,0
2011-05-09 00:00:00,1.224,11.8,0
2011-05-10 00:00:00,1.214,13.4,0
2011-05-11 00:00:00,1.201,14.2,0
2011-05-12 00:00:00,1.187,14.4,0
2011-05-13 00:00:00,1.174,12.5,0
2011-05-14 00:00:00,1.163,12,0
2011-05-15 00:00:00,1.151,11,0
2011-05-16 00:00:00,1.161,10.8,0
2011-05-17 00:00:00,1.154,11.1,0
2011-05-18 00:00:00,1.145,11.9,0
2011-05-19 00:00:00,1.136,13.5,0
2011-05-20 00:00:00,1.126,13.9,0
2011-05-21 00:00:00,1.113,13.9,0
2011-05-22 00:00:00,1.095,14.4,0
2011-05-23 00:00:00,1.074,14.3,0
2011-05-24 00:00:00,1.047,14.2,0
2011-05-25 00:00:00,1.026,13.9,0
2011-05-26 00:00:00,0.998,13.4,0
2011-05-27 00:00:00,0.971,12.8,0
2011-05-28 00:00:00,0.933,13,0
2011-05-29 00:00:00,0.894,13.3,0
2011-05-30 00:00:00,0.858,14.5,0
2011-05-31 00:00:00,0.824,15.7,0
2011-06-01 00:00:00,0.797,15.3,0
2011-06-02 00:00:00,0.759,15.6,0
2011-06-03 00:00:00,0.72,16.6,0
2011-06-04 00:00:00,0.686,17.5,0
2011-06-05 00:00:00,0.653,15.6,0
2011-06-06 00:00:00,0.618,16.2,0
2011-06-07 00:00:00,0.589,18.3,0
2011-06-08 00:00:00,0.555,18.6,0
2011-06-09 00:00:00,0.524,18.8,0
2011-06-10 00:00:00,0.494,19.4,0
2011-06-11 00:00:00,0.466,20.1,0
2011-06-12 00:00:00,0.44,19.4,0
2011-06-13 00:00:00,0.415,17.6,0
2011-06-14 00:00:00,0.395,15.3,0
2011-06-15 00:00:00,0.377,14.4,0
2011-06-16 00:00:00,0.361,14.9,0
2011-06-17 00:00:00,0.359,14.3,0
2011-06-18 00:00:00,0.374,14.9,0
2011-06-19 00:00:00,0.372,13.7,0
2011-06-20 00:00:00,0.402,14.3,0
2011-06-21 00:00:00,0.435,15.2,0
2011-06-22 00:00:00,0.501,15.9,0
2011-06-23 00:00:00,0.513,15.2,0
2011-06-24 00:00:00,0.526,15.7,0
2011-06-25 00:00:00,0.566,15.3,0
2011-06-26 00:00:00,0.584,15.8,0
2011-06-27 00:00:00,0.572,17,0
2011-06-28 00:00:00,0.554,18.6,0
2011-06-29 00:00:00,0.533,19.7,0
2011-06-30 00:00:00,0.505,19.5,0
2011-07-01 00:00:00,0.477,19.5,0
2011-07-02 00:00:00,0.452,20.1,0
2011-07-03 00:00:00,0.429,18,0
2011-07-04 00:00:00,0.407,16.8,0
2011-07-05 00:00:00,0.42,16.9,0
2011-07-06 00:00:00,0.425,17.2,0
2011-07-07 00:00:00,0.416,18.3,0
2011-07-08 00:00:00,0.399,19.5,0
2011-07-09 00:00:00,0.376,20.2,0
2011-07-10 00:00:00,0.355,19.9,0
2011-07-11 00:00:00,0.334,19.2,0
2011-07-12 00:00:00,0.316,18.4,0
2011-07-13 00:00:00,0.3,16.4,0
2011-07-14 00:00:00,0.284,15.9,0
2011-07-15 00:00:00,0.27,16.6,0
2011-07-16 00:00:00,0.256,16.8,0
2011-07-17 00:00:00,0.243,17.7,0
2011-07-18 00:00:00,0.23,18.4,0
2011-07-19 00:00:00,0.219,18.9,0
2011-07-20 00:00:00,0.208,19.1,0
2011-07-21 00:00:00,0.198,17.8,0
2011-07-22 00:00:00,0.19,19.5,0
2011-07-23 00:00:00,0.183,20.1,0
2011-07-24 00:00:00,0.174,19.1,0
2011-07-25 00:00:00,0.165,18,0
2011-07-26 00:00:00,0.158,18.7,0
2011-07-27 00:00:00,0.151,19.4,0
2011-07-28 00:00:00,0.144,19.8,0
2011-07-29 00:00:00,0.137,19.9,0
2011-07-30 00:00:00,0.13,20,0
2011-07-31 00:00:00,0.124,19.7,0
2011-08-01 00:00:00,0.117,19.3,0
2011-08-02 00:00:00,0.111,18.3,0
2011-08-03 00:00:00,0.106,18.1,0
2011-08-04 00:00:00,0.1,18.9,0
2011-08-05 00:00:00,0.095,18.8,0
2011-08-06 00:00:00,0.091,19.8,0
2011-08-07 00:00:00,0.086,18.4,0
2011-08-08 00:00:00,0.14,17.8,0
2011-08-09 00:00:00,0.171,16.6,0
2011-08-10 00:00:00,0.23,15.5,0
2011-08-11 00:00:00,0.264,15,0
2011-08-12 00:00:00,0.257,14.2,0
2011-08-13 00:00:00,0.246,14.7,0
2011-08-14 00:00:00,0.235,15.7,0
2011-08-15 00:00:00,0.226,16.9,0
2011-08-16 00:00:00,0.217,17.1,0
2011-08-17 00:00:00,0.208,16.3,0
2011-08-18 00:00:00,0.2,15.8,0
2011-08-19 00:00:00,0.194,15.5,0
2011-08-20 00:00:00,0.28,15.5,0
2011-08-21 00:00:00,0.301,15.4,0
2011-08-22 00:00:00,0.347,15.5,0
2011-08-23 00:00:00,0.35,15.6,0
2011-08-24 00:00:00,0.337,15.2,0
2011-08-25 00:00:00,0.318,16.1,0
2011-08-26 00:00:00,0.297,17.1,0
2011-08-27 00:00:00,0.28,17.9,0
2011-08-28 00:00:00,0.264,17.3,0
2011-08-29 00:00:00,0.251,15.7,0
2011-08-30 00:00:00,0.241,14.2,0
2011-08-31 00:00:00,0.233,13.7,0
2011-09-01 00:00:00,0.226,13.4,0
2011-09-02 00:00:00,0.221,13.5,0
2011-09-03 00:00:00,0.215,13.5,0
2011-09-04 00:00:00,0.209,14.7,0
2011-09-05 00:00:00,0.203,16,0
2011-09-06 00:00:00,0.2,15.6,0
2011-09-07 00:00:00,0.196,14.7,0
2011-09-08 00:00:00,0.208,13.5,0
2011-09-09 00:00:00,0.213,13.2,0
2011-09-10 00:00:00,0.251,12.9,0
