Time,FLOW
2010-12-28 00:00:00,0.829
2010-12-29 00:00:00,0.837
2010-12-30 00:00:00,0.844
2010-12-31 00:00:00,0.849
2011-01-01 00:00:00,0.861
2011-01-02 00:00:00,0.87
2011-01-03 00:00:00,0.882
2011-01-04 00:00:00,0.894
2011-01-05 00:00:00,0.908
2011-01-06 00:00:00,0.919
2011-01-07 00:00:00,0.93
2011-01-08 00:00:00,0.944
2011-01-09 00:00:00,0.962
2011-01-10 00:00:00,0.976
2011-01-11 00:00:00,1.048
2011-01-12 00:00:00,1.108
2011-01-13 00:00:00,1.145
2011-01-14 00:00:00,1.197
2011-01-15 00:00:00,1.228
2011-01-16 00:00:00,1.233
2011-01-17 00:00:00,1.228
2011-01-18 00:00:00,1.297
2011-01-19 00:00:00,1.639
2011-01-20 00:00:00,1.86
2011-01-21 00:00:00,1.912
2011-01-22 00:00:00,1.87
2011-01-23 00:00:00,1.798
2011-01-24 00:00:00,1.718
2011-01-25 00:00:00,1.637
2011-01-26 00:00:00,1.567
2011-01-27 00:00:00,1.501
2011-01-28 00:00:00,1.441
2011-01-29 00:00:00,1.384
2011-01-30 00:00:00,1.328
2011-01-31 00:00:00,1.279
2011-02-01 00:00:00,1.235
2011-02-02 00:00:00,1.193
2011-02-03 00:00:00,1.202
2011-02-04 00:00:00,1.27
2011-02-05 00:00:00,1.43
2011-02-06 00:00:00,1.536
2011-02-07 00:00:00,1.553
2011-02-08 00:00:00,1.524
2011-02-09 00:00:00,1.515
2011-02-10 00:00:00,1.488
2011-02-11 00:00:00,1.452
2011-02-12 00:00:00,1.402
2011-02-13 00:00:00,1.355
2011-02-14 00:00:00,1.307
2011-02-15 00:00:00,1.258
2011-02-16 00:00:00,1.211
2011-02-17 00:00:00,1.163
2011-02-18 00:00:00,1.118
2011-02-19 00:00:00,1.074
2011-02-20 00:00:00,1.032
2011-02-21 00:00:00,0.994
2011-02-22 00:00:00,0.957
2011-02-23 00:00:00,0.922
2011-02-24 00:00:00,0.888
2011-02-25 00:00:00,0.858
2011-02-26 00:00:00,0.833
2011-02-27 00:00:00,0.802
2011-02-28 00:00:00,0.774
2011-03-01 00:00:00,0.747
2011-03-02 00:00:00,0.724
2011-03-03 00:00:00,0.7
2011-03-04 00:00:00,0.677
2011-03-05 00:00:00,0.655
2011-03-06 00:00:00,0.632
2011-03-07 00:00:00,0.614
2011-03-08 00:00:00,0.594
2011-03-09 00:00:00,0.573
2011-03-10 00:00:00,0.623
2011-03-11 00:00:00,0.673
2011-03-12 00:00:00,0.944
2011-03-13 00:00:00,1.044
2011-03-14 00:00:00,1.205
2011-03-15 00:00:00,1.256
2011-03-16 00:00:00,1.308
2011-03-17 00:00:00,1.292
2011-03-18 00:00:00,1.246
2011-03-19 00:00:00,1.194
2011-03-20 00:00:00,1.17
2011-03-21 00:00:00,1.134
2011-03-22 00:00:00,1.1
2011-03-23 00:00:00,1.459
2011-03-24 00:00:00,2.527
2011-03-25 00:00:00,3.539
2011-03-26 00:00:00,4.024
2011-03-27 00:00:00,3.922
2011-03-28 00:00:00,3.667
2011-03-29 00:00:00,3.4
2011-03-30 00:00:00,3.139
2011-03-31 00:00:00,2.91
2011-04-01 00:00:00,2.707
2011-04-02 00:00:00,2.576
2011-04-03 00:00:00,2.539
2011-04-04 00:00:00,3.005
2011-04-05 00:00:00,4.301
2011-04-06 00:00:00,5.275
2011-04-07 00:00:00,6.513
2011-04-08 00:00:00,8.151
2011-04-09 00:00:00,9.462
2011-04-10 00:00:00,10.331
2011-04-11 00:00:00,10.88
2011-04-12 00:00:00,10.979
2011-04-13 00:00:00,10.313
2011-04-14 00:00:00,9.244
2011-04-15 00:00:00,8.063
2011-04-16 00:00:00,6.973
2011-04-17 00:00:00,6.023
2011-04-18 00:00:00,5.203
2011-04-19 00:00:00,4.507
2011-04-20 00:00:00,3.916
2011-04-21 00:00:00,3.417
2011-04-22 00:00:00,2.99
2011-04-23 00:00:00,2.622
2011-04-24 00:00:00,2.303
2011-04-25 00:00:00,2.023
2011-04-26 00:00:00,1.77
2011-04-27 00:00:00,1.551
2011-04-28 00:00:00,1.393
2011-04-29 00:00:00,1.324
2011-04-30 00:00:00,1.278
2011-05-01 00:00:00,1.251
2011-05-02 00:00:00,1.237
2011-05-03 00:00:00,1.233
2011-05-04 00:00:00,1.237
2011-05-05 00:00:00,1.241
2011-05-06 00:00:00,1.246
2011-05-07 00:00:00,1.242
2011-05-08 00:00:00,1.235
2011-05-09 00:00:00,1.224
2011-05-10 00:00:00,1.214
2011-05-11 00:00:00,1.201
2011-05-12 00:00:00,1.187
2011-05-13 00:00:00,1.174
2011-05-14 00:00:00,1.163
2011-05-15 00:00:00,1.151
2011-05-16 00:00:00,1.161
2011-05-17 00:00:00,1.154
2011-05-18 00:00:00,1.145
2011-05-19 00:00:00,1.136
2011-05-20 00:00:00,1.126
2011-05-21 00:00:00,1.113
2011-05-22 00:00:00,1.095
2011-05-23 00:00:00,1.074
2011-05-24 00:00:00,1.047
2011-05-25 00:00:00,1.026
2011-05-26 00:00:00,0.998
2011-05-27 00:00:00,0.971
2011-05-28 00:00:00,0.933
2011-05-29 00:00:00,0.894
2011-05-30 00:00:00,0.858
2011-05-31 00:00:00,0.824
2011-06-01 00:00:00,0.797
2011-06-02 00:00:00,0.759
2011-06-03 00:00:00,0.72
2011-06-04 00:00:00,0.686
2011-06-05 00:00:00,0.653
2011-06-06 00:00:00,0.618
2011-06-07 00:00:00,0.589
2011-06-08 00:00:00,0.555
2011-06-09 00:00:00,0.524
2011-06-10 00:00:00,0.494
2011-06-11 00:00:00,0.466
2011-06-12 00:00:00,0.44
2011-06-13 00:00:00,0.415
2011-06-14 00:00:00,0.395
2011-06-15 00:00:00,0.377
2011-06-16 00:00:00,0.361
2011-06-17 00:00:00,0.359
2011-06-18 00:00:00,0.374
2011-06-19 00:00:00,0.372
2011-06-20 00:00:00,0.402
2011-06-21 00:00:00,0.435
2011-06-22 00:00:00,0.501
2011-06-23 00:00:00,0.513
2011-06-24 00:00:00,0.526
2011-06-25 00:00:00,0.566
2011-06-26 00:00:00,0.584
2011-06-27 00:00:00,0.572
2011-06-28 00:00:00,0.554
2011-06-29 00:00:00,0.533
2011-06-30 00:00:00,0.505
2011-07-01 00:00:00,0.477
2011-07-02 00:00:00,0.452
2011-07-03 00:00:00,0.429
2011-07-04 00:00:00,0.407
2011-07-05 00:00:00,0.42
2011-07-06 00:00:00,0.425
2011-07-07 00:00:00,0.416
2011-07-08 00:00:00,0.399
2011-07-09 00:00:00,0.376
2011-07-10 00:00:00,0.355
2011-07-11 00:00:00,0.334
2011-07-12 00:00:00,0.316
2011-07-13 00:00:00,0.3
2011-07-14 00:00:00,0.284
2011-07-15 00:00:00,0.27
2011-07-16 00:00:00,0.256
2011-07-17 00:00:00,0.243
2011-07-18 00:00:00,0.23
2011-07-19 00:00:00,0.219
2011-07-20 00:00:00,0.208
2011-07-21 00:00:00,0.198
2011-07-22 00:00:00,0.19
2011-07-23 00:00:00,0.183
2011-07-24 00:00:00,0.174
2011-07-25 00:00:00,0.165
2011-07-26 00:00:00,0.158
2011-07-27 00:00:00,0.151
2011-07-28 00:00:00,0.144
2011-07-29 00:00:00,0.137
2011-07-30 00:00:00,0.13
2011-07-31 00:00:00,0.124
2011-08-01 00:00:00,0.117
2011-08-02 00:00:00,0.111
2011-08-03 00:00:00,0.106
2011-08-04 00:00:00,0.1
2011-08-05 00:00:00,0.095
2011-08-06 00:00:00,0.091
2011-08-07 00:00:00,0.086
2011-08-08 00:00:00,0.14
2011-08-09 00:00:00,0.171
2011-08-10 00:00:00,0.23
2011-08-11 00:00:00,0.264
2011-08-12 00:00:00,0.257
2011-08-13 00:00:00,0.246
2011-08-14 00:00:00,0.235
2011-08-15 00:00:00,0.226
2011-08-16 00:00:00,0.217
2011-08-17 00:00:00,0.208
2011-08-18 00:00:00,0.2
2011-08-19 00:00:00,0.194
2011-08-20 00:00:00,0.28
2011-08-21 00:00:00,0.301
2011-08-22 00:00:00,0.347
2011-08-23 00:00:00,0.35
2011-08-24 00:00:00,0.337
2011-08-25 00:00:00,0.318
2011-08-26 00:00:00,0.297
2011-08-27 00:00:00,0.28
2011-08-28 00:00:00,0.264
2011-08-29 00:00:00,0.251
2011-08-30 00:00:00,0.241
2011-08-31 00:00:00,0.233
2011-09-01 00:00:00,0.226
2011-09-02 00:00:00,0.221
2011-09-03 00:00:00,0.215
2011-09-04 00:00:00,0.209
2011-09-05 00:00:00,0.203
2011-09-06 00:00:00,0.2
2011-09-07 00:00:00,0.196
2011-09-08 00:00:00,0.208
2011-09-09 00:00:00,0.213
2011-09-10 00:00:00,0.251
2011-09-11 00:00:00,0.319
2011-09-12 00:00:00,0.378
2011-09-13 00:00:00,0.447
2011-09-14 00:00:00,0.682
2011-09-15 00:00:00,0.858
2011-09-16 00:00:00,0.903
2011-09-17 00:00:00,0.88
2011-09-18 00:00:00,0.824
2011-09-19 00:00:00,0.768
2011-09-20 00:00:00,0.723
2011-09-21 00:00:00,0.686
2011-09-22 00:00:00,0.648
2011-09-23 00:00:00,0.614
2011-09-24 00:00:00,0.58
2011-09-25 00:00:00,0.548
2011-09-26 00:00:00,0.519
2011-09-27 00:00:00,0.492
2011-09-28 00:00:00,0.465
2011-09-29 00:00:00,0.441
2011-09-30 00:00:00,0.418
2011-10-01 00:00:00,0.397
2011-10-02 00:00:00,0.377
2011-10-03 00:00:00,0.402
2011-10-04 00:00:00,0.395
2011-10-05 00:00:00,0.454
2011-10-06 00:00:00,0.515
2011-10-07 00:00:00,0.528
2011-10-08 00:00:00,0.513
2011-10-09 00:00:00,0.49
2011-10-10 00:00:00,0.469
2011-10-11 00:00:00,0.458
2011-10-12 00:00:00,0.441
2011-10-13 00:00:00,0.422
2011-10-14 00:00:00,0.404
2011-10-15 00:00:00,0.384
2011-10-16 00:00:00,0.366
2011-10-17 00:00:00,0.35
2011-10-18 00:00:00,0.334
2011-10-19 00:00:00,0.332
2011-10-20 00:00:00,0.366
2011-10-21 00:00:00,0.395
2011-10-22 00:00:00,0.435
2011-10-23 00:00:00,0.45
2011-10-24 00:00:00,0.44
2011-10-25 00:00:00,0.418
2011-10-26 00:00:00,0.395
2011-10-27 00:00:00,0.375
2011-10-28 00:00:00,0.375
2011-10-29 00:00:00,0.368
2011-10-30 00:00:00,0.386
2011-10-31 00:00:00,0.399
2011-11-01 00:00:00,0.395
2011-11-02 00:00:00,0.382
2011-11-03 00:00:00,0.363
2011-11-04 00:00:00,0.343
2011-11-05 00:00:00,0.325
2011-11-06 00:00:00,0.307
2011-11-07 00:00:00,0.293
2011-11-08 00:00:00,0.279
2011-11-09 00:00:00,0.266
2011-11-10 00:00:00,0.255
2011-11-11 00:00:00,0.244
2011-11-12 00:00:00,0.234
2011-11-13 00:00:00,0.225
2011-11-14 00:00:00,0.216
2011-11-15 00:00:00,0.208
2011-11-16 00:00:00,0.201
2011-11-17 00:00:00,0.192
2011-11-18 00:00:00,0.185
2011-11-19 00:00:00,0.181
2011-11-20 00:00:00,0.176
2011-11-21 00:00:00,0.179
2011-11-22 00:00:00,0.201
2011-11-23 00:00:00,0.239
2011-11-24 00:00:00,0.285
2011-11-25 00:00:00,0.321
2011-11-26 00:00:00,0.345
2011-11-27 00:00:00,0.356
2011-11-28 00:00:00,0.388
2011-11-29 00:00:00,0.531
2011-11-30 00:00:00,0.741
2011-12-01 00:00:00,0.806
2011-12-02 00:00:00,0.804
2011-12-03 00:00:00,0.774
2011-12-04 00:00:00,0.736
2011-12-05 00:00:00,0.714
2011-12-06 00:00:00,0.738
2011-12-07 00:00:00,0.747
2011-12-08 00:00:00,0.73
2011-12-09 00:00:00,0.707
2011-12-10 00:00:00,0.733
2011-12-11 00:00:00,1.217
2011-12-12 00:00:00,1.427
2011-12-13 00:00:00,1.414
2011-12-14 00:00:00,1.425
2011-12-15 00:00:00,1.607
2011-12-16 00:00:00,1.546
2011-12-17 00:00:00,1.436
2011-12-18 00:00:00,1.432
2011-12-19 00:00:00,2.091
2011-12-20 00:00:00,2.664
2011-12-21 00:00:00,2.928
2011-12-22 00:00:00,2.837
2011-12-23 00:00:00,2.66
2011-12-24 00:00:00,2.478
2011-12-25 00:00:00,2.635
2011-12-26 00:00:00,2.671
2011-12-27 00:00:00,2.721
2011-12-28 00:00:00,2.633
2011-12-29 00:00:00,2.505
2011-12-30 00:00:00,2.373
2011-12-31 00:00:00,2.328
2012-01-01 00:00:00,2.262
2012-01-02 00:00:00,2.174
2012-01-03 00:00:00,2.086
2012-01-04 00:00:00,2.326
2012-01-05 00:00:00,2.804
2012-01-06 00:00:00,3.223
2012-01-07 00:00:00,3.239
2012-01-08 00:00:00,3.118
2012-01-09 00:00:00,2.954
2012-01-10 00:00:00,2.78
2012-01-11 00:00:00,2.608
2012-01-12 00:00:00,2.439
2012-01-13 00:00:00,2.383
2012-01-14 00:00:00,2.507
2012-01-15 00:00:00,2.524
2012-01-16 00:00:00,2.466
2012-01-17 00:00:00,2.367
2012-01-18 00:00:00,2.274
2012-01-19 00:00:00,2.17
2012-01-20 00:00:00,2.073
2012-01-21 00:00:00,1.964
2012-01-22 00:00:00,1.851
2012-01-23 00:00:00,1.739
2012-01-24 00:00:00,1.651
2012-01-25 00:00:00,1.56
2012-01-26 00:00:00,1.468
2012-01-27 00:00:00,1.377
2012-01-28 00:00:00,1.291
2012-01-29 00:00:00,1.21
2012-01-30 00:00:00,1.132
2012-01-31 00:00:00,1.059
2012-02-01 00:00:00,0.993
2012-02-02 00:00:00,0.931
2012-02-03 00:00:00,0.876
2012-02-04 00:00:00,0.828
2012-02-05 00:00:00,0.781
2012-02-06 00:00:00,0.736
2012-02-07 00:00:00,0.694
2012-02-08 00:00:00,0.655
2012-02-09 00:00:00,0.619
2012-02-10 00:00:00,0.587
2012-02-11 00:00:00,0.557
2012-02-12 00:00:00,0.531
2012-02-13 00:00:00,0.508
2012-02-14 00:00:00,0.487
2012-02-15 00:00:00,0.472
2012-02-16 00:00:00,0.464
2012-02-17 00:00:00,0.456
2012-02-18 00:00:00,0.447
2012-02-19 00:00:00,0.454
2012-02-20 00:00:00,0.461
2012-02-21 00:00:00,0.605
2012-02-22 00:00:00,0.679
2012-02-23 00:00:00,0.822
2012-02-24 00:00:00,1.418
2012-02-25 00:00:00,1.893
2012-02-26 00:00:00,2.161
2012-02-27 00:00:00,2.193
2012-02-28 00:00:00,2.13
2012-02-29 00:00:00,2.034
2012-03-01 00:00:00,2.129
2012-03-02 00:00:00,2.495
2012-03-03 00:00:00,2.845
2012-03-04 00:00:00,3.281
2012-03-05 00:00:00,3.29
2012-03-06 00:00:00,3.145
2012-03-07 00:00:00,2.954
2012-03-08 00:00:00,2.761
2012-03-09 00:00:00,2.575
2012-03-10 00:00:00,2.402
2012-03-11 00:00:00,2.371
2012-03-12 00:00:00,2.734
2012-03-13 00:00:00,3.139
2012-03-14 00:00:00,3.769
2012-03-15 00:00:00,3.847
2012-03-16 00:00:00,3.701
2012-03-17 00:00:00,3.498
2012-03-18 00:00:00,3.27
2012-03-19 00:00:00,3.04
2012-03-20 00:00:00,2.814
2012-03-21 00:00:00,2.599
2012-03-22 00:00:00,2.405
2012-03-23 00:00:00,2.216
2012-03-24 00:00:00,2.032
2012-03-25 00:00:00,1.858
2012-03-26 00:00:00,1.693
2012-03-27 00:00:00,1.542
2012-03-28 00:00:00,1.4
2012-03-29 00:00:00,1.272
2012-03-30 00:00:00,1.186
2012-03-31 00:00:00,1.114
2012-04-01 00:00:00,1.179
